Company Name,Lead Partner,Primary Investor Type,Primary Industry Sector
Indeez,Christof Kutscher,Angel (individual),Financial Services
Indeez,Christopher Varelas,Angel (individual),Financial Services
Indeez,Curtis Scott,Angel (individual),Financial Services
Indeez,Armelle de Tinguy,Venture Capital,Financial Services
Indeez,Frederic Tardy,Angel (individual),Financial Services
Indeez,Julien Codorniou,Angel (individual),Financial Services
Indeez,Toby Coppel,Venture Capital,Financial Services
Indeez,Oleg Tscheltzoff,Angel (individual),Financial Services
Stonly,Andrey Kushing,Angel (individual),Information Technology
Stonly,Emmanuel Schalit,Angel (individual),Information Technology
Stonly,Nicolas Dessaigne,Angel (individual),Information Technology
Stonly,Michiel Kotting,Venture Capital,Information Technology
Stonly,Roman Schumacher,Angel (individual),Information Technology
Pretto,Pierre Kosciusko Morizet,Venture Capital,Information Technology
Pretto,Sébastien Le Roy,Venture Capital,Information Technology
Resilience (Clinics/Outpatient Services),Jacobo Abitbol,Venture Capital,Healthcare
Yogosha,Stéphanie Hospital,Venture Capital,Information Technology
SeqOne,Marc Rougier,Venture Capital,Healthcare
Robeauté,Diana Rottger,Venture Capital,Healthcare
aleph.im,Chris McCann,Angel (individual),Information Technology
aleph.im,Owen Simonin,Angel (individual),Information Technology
aleph.im,Rennick Palley,Venture Capital,Information Technology
Secure-IC,Bertrand Distinguin,Venture Capital,Information Technology
Wisear,Jerome Joaug,Angel (individual),Information Technology
SWAP (Food Products),Jeanne Cluset,Venture Capital,Consumer Products and Services (B2C)
Coinhouse,Eric Larchevêque,Angel (individual),Financial Services
Coinhouse,Alain Rodermann,Venture Capital,Financial Services
Coinhouse,Frank Desvignes,Venture Capital,Financial Services
Coinhouse,Alexis du Peloux,Venture Capital,Financial Services
Spendesk,Christophe Maurissen,Angel (individual),Information Technology
Unkle,Lluis Viñas,Venture Capital,Consumer Products and Services (B2C)
Anka (Internet Retail),Joseph Tsai,Angel (individual),Consumer Products and Services (B2C)
Anka (Internet Retail),Benoit Delestre,Venture Capital,Consumer Products and Services (B2C)
Stoik,Thomas Cuvelier,Venture Capital,Information Technology
Stoik,Anne-Sybille Pradelles,Angel (individual),Information Technology
Stoik,Bénédicte De Raphélis Soissan,Angel (individual),Information Technology
Stoik,Emmanuel Schalit,Angel (individual),Information Technology
Stoik,Gérald Loobuyck,Angel (individual),Information Technology
Stoik,Henry Kravis,Angel (individual),Information Technology
Stoik,Jean De La Rochebrochard,Venture Capital,Information Technology
Stoik,Raphaël Vullierme,Angel (individual),Information Technology
Qonto,Deepak Ravichandran,Venture Capital,Information Technology
Qonto,Ashley Flucas,Angel (individual),Information Technology
Qonto,Barbod Namini,Venture Capital,Information Technology
Qonto,John Doran,Venture Capital,Information Technology
Ankorstore,Merritt Hummer,Venture Capital,Business Products and Services (B2B)
Ankorstore,Mood Rowghani,Venture Capital,Business Products and Services (B2B)
Ankorstore,David Sainteff,Venture Capital,Business Products and Services (B2B)
Ankorstore,Martin Mignot,Venture Capital,Business Products and Services (B2B)
Shotgun,Bruno Alazard,Angel (individual),Consumer Products and Services (B2C)
Shotgun,Gui Perrier,Angel (individual),Consumer Products and Services (B2C)
Shotgun,Olivier Vialle,Angel (individual),Consumer Products and Services (B2C)
Shotgun,Samuel Rohaut,Angel (individual),Consumer Products and Services (B2C)
Shotgun,Yan Georget,Angel (individual),Consumer Products and Services (B2C)
La Vie,Eric Melloul,Angel (individual),Consumer Products and Services (B2C)
La Vie,Frédéric Mazzella,Angel (individual),Consumer Products and Services (B2C)
La Vie,Natalie Portman,Angel (individual),Consumer Products and Services (B2C)
La Vie,Thibauld de Larauze,Angel (individual),Consumer Products and Services (B2C)
La Vie,Thomas Plantega,Angel (individual),Consumer Products and Services (B2C)
PayFit,Philippe Botteri,Venture Capital,Information Technology
DNA Script,Eli Casdin,Venture Capital,Healthcare
DNA Script,Joachim Rothe,Venture Capital,Healthcare
DNA Script,Nicholas Naclerio,Venture Capital,Healthcare
DNA Script,Philippe Peltier,Venture Capital,Healthcare
Arkania,Bertrand Jacquelot,Angel (individual),Information Technology
Dolly,Augustin Sayer,Venture Capital,Information Technology
Krippit,Gianluca Guerra,Angel (individual),Consumer Products and Services (B2C)
Rage Trade,Adam Patel,Angel (individual),Financial Services
Rage Trade,Daniel Pomp,Angel (individual),Financial Services
Rage Trade,DCFGod DCFGod,Angel (individual),Financial Services
Rage Trade,Eden Au,Angel (individual),Financial Services
Rage Trade,Evan Schlessinger,Angel (individual),Financial Services
Rage Trade,Grug Capital,Angel (individual),Financial Services
Rage Trade,Jai Bhavani,Angel (individual),Financial Services
Rage Trade,Mewny Mewny,Angel (individual),Financial Services
Rage Trade,Nick Chong,Angel (individual),Financial Services
Rage Trade,Sha Hafizi,Angel (individual),Financial Services
Rage Trade,Steven Doge,Angel (individual),Financial Services
Rage Trade,Tuba Terekli,Angel (individual),Financial Services
Rage Trade,Will Price,Angel (individual),Financial Services
Vertical,Renan Devillieres,Venture Capital,Information Technology
Yumon,Blaise Matuidi,Venture Capital,Information Technology
On the Wild Side,Marc Beffort,Angel (individual),Consumer Products and Services (B2C)
PlanetWatch,David Garcia,Venture Capital,Information Technology
Edumiam,Matthieu Rabeisen,Venture Capital,Information Technology
Fineheart,Maria Berkman,Venture Capital,Healthcare
Fineheart,Etienne Flesch,Venture Capital,Healthcare
Milvue,Guy Frija,Angel (individual),Healthcare
Sweep (Environmental Services),Bernard Liautaud,Venture Capital,Information Technology
Aurora Cold Plasma Sterilisation,Bruno Guicheux,Venture Capital,Healthcare
Aurora Cold Plasma Sterilisation,Anthony Arsac,Venture Capital,Healthcare
Aurora Cold Plasma Sterilisation,Pascal Voulton,Angel (individual),Healthcare
Shares,Peter Thiel,Venture Capital,Information Technology
Les Cachotières,Ivan Petrovic,Angel (individual),Consumer Products and Services (B2C)
GitGuardian,Suranga Chandratillake,Venture Capital,Information Technology
GitGuardian,Gabriel Matuschka,Venture Capital,Information Technology
GitGuardian,Andreas Weiskam,Venture Capital,Information Technology
HypnoVR,Guillaume Richard,Angel (individual),Healthcare
Myre,Jean Peyrelevade,Angel (individual),Information Technology
PDC*line Pharma,Sangwoo Lee,Venture Capital,Healthcare
PDC*line Pharma,Amel Tounsi,Venture Capital,Healthcare
Baloon Africa,Gaëlle Olivier,Angel (individual),Financial Services
Baloon Africa,Nelly Brossard,Angel (individual),Financial Services
Baloon Africa,Mikael Hajjar,Venture Capital,Financial Services
Baloon Africa,Pierre-Olivier Desaulle,Angel (individual),Financial Services
Firecell,Alexis Prévot,Angel (individual),Information Technology
Firecell,Arnaud Ladrière,Angel (individual),Information Technology
Firecell,Bruno Bouygues,Angel (individual),Information Technology
Firecell,Christophe Puget,Angel (individual),Information Technology
Firecell,Gabriel Dabi Schwebel,Angel (individual),Information Technology
Firecell,Isabelle Bonnet,Angel (individual),Information Technology
Firecell,Laurence Bernard,Angel (individual),Information Technology
Firecell,Laurence Delpy,Angel (individual),Information Technology
Firecell,Martin Planès,Angel (individual),Information Technology
Firecell,Nil Brion,Angel (individual),Information Technology
Firecell,Jérôme Proust,Venture Capital,Information Technology
Firecell,Xavier Perret,Angel (individual),Information Technology
Surgiverse,David Ryan,Angel (individual),Healthcare
Surgiverse,Olivier Richart,Angel (individual),Healthcare
Coave Therapeutics,Philippe Monteyne,Venture Capital,Healthcare
Coave Therapeutics,Leila Nicolas,Venture Capital,Healthcare
Coave Therapeutics,Thierry Laugel,Venture Capital,Healthcare
Coave Therapeutics,Bruno Montanari,Venture Capital,Healthcare
Coave Therapeutics,François Lontrade,Venture Capital,Healthcare
Coave Therapeutics,Willem Broekaert,Venture Capital,Healthcare
Depixus,Mark Chin,Venture Capital,Information Technology
Kinvent,Raphael Varane,Angel (individual),Healthcare
May Health,Antoine Papiernik,Venture Capital,Healthcare
Albums,Stéphanie Hospital,Venture Capital,Information Technology
Fonts Ninja,Jeremy Yap,Angel (individual),Information Technology
Lum Network,Djamel Agaoua,Angel (individual),Information Technology
Lum Network,Owen Simonin,Angel (individual),Information Technology
Shopopop,Jérôme Guéret,Venture Capital,Business Products and Services (B2B)
Shopopop,Pierre Voillet,Angel (individual),Business Products and Services (B2B)
Osol,Charles-Antoine Beyney,Angel (individual),Business Products and Services (B2B)
Osol,Christophe Courtin,Angel (individual),Business Products and Services (B2B)
Osol,Frédéric Metge,Angel (individual),Business Products and Services (B2B)
Aktio,Charles-Henry Choel,Venture Capital,Information Technology
Gynov,Rodolphe Besserve,Venture Capital,Healthcare
be my media,Olivier Althuser,Venture Capital,Consumer Products and Services (B2C)
Uavia,Jérôme Faul,Venture Capital,Information Technology
VelyVelo,David Schwarz,Angel (individual),Business Products and Services (B2B)
Leocare,Susan Lin,Venture Capital,Financial Services
MyDataModels,Hendrik Brandis,Venture Capital,Information Technology
Stilla Technologies,Philippe Peltier,Venture Capital,Healthcare
Algar,Helene Cannard,Venture Capital,Consumer Products and Services (B2C)
Algar,Frederic Utzmann,Angel (individual),Consumer Products and Services (B2C)
Algar,Raphaël Vuillerme,Angel (individual),Consumer Products and Services (B2C)
iFollow,David Hansen,Venture Capital,Information Technology
La Casa,Augustin Marmont,Angel (individual),Consumer Products and Services (B2C)
Evina,Justin Ziegler,Venture Capital,Information Technology
Wattalps,Nicklas Bergman,Venture Capital,Business Products and Services (B2B)
Pixacare,Justin Ziegler,Venture Capital,Healthcare
Million Victories,Pierre Planche,Venture Capital,Information Technology
Quandela,Frédéric Duponchel,Angel (individual),Information Technology
Quandela,Christophe Jurczak,Venture Capital,Information Technology
Pigment (Business/Productivity Software),Neil Shah,Venture Capital,Information Technology
Edusign,Franck Papazian,Angel (individual),Information Technology
Edusign,Kal Ladha,Angel (individual),Information Technology
Singulart,Audrey Soussan,Venture Capital,Consumer Products and Services (B2C)
BabySafe Solutions,Olivier Dubuisson,Venture Capital,Financial Services
PathoQuest,Jean-Pascal Beaufret,Venture Capital,Healthcare
PathoQuest,Thierry Laugel,Venture Capital,Healthcare
Sportihome,Frédéric Caron,Venture Capital,Consumer Products and Services (B2C)
Sportihome,Nathalie Simon,Angel (individual),Consumer Products and Services (B2C)
365Talents,Eric Burdier,Venture Capital,Information Technology
Groover,Alexandre Cognard,Angel (individual),Business Products and Services (B2B)
Groover,Christian Jorge,Angel (individual),Business Products and Services (B2B)
Groover,Jean-Michel Texier,Angel (individual),Business Products and Services (B2B)
Groover,Sylvain Zimmer,Angel (individual),Business Products and Services (B2B)
Astran (Network Management Software),Anne-Sophie Saint-Martin,Venture Capital,Information Technology
Astran (Network Management Software),Stéphane Courbit,Angel (individual),Information Technology
DarkMatters,Eric Larchevêque,Angel (individual),Business Products and Services (B2B)
Hivebrite,Edward Filippi,Angel (individual),Information Technology
Nexialist,Pierre Joubert,Venture Capital,Business Products and Services (B2B)
Terakalis,Fabio Lancellotti,Venture Capital,Information Technology
YouStock,Frederic van den Weghe,Venture Capital,Consumer Products and Services (B2C)
YouStock,Jean-Luc Haddad,Angel (individual),Consumer Products and Services (B2C)
Morpho,Angelo Min,Angel (individual),Information Technology
Morpho,Aseem Sood,Angel (individual),Information Technology
Morpho,Benjamin Simon,Angel (individual),Information Technology
Morpho,Brianna Montgomery,Angel (individual),Information Technology
Morpho,Emiliano Bonassi,Angel (individual),Information Technology
Morpho,Fernando Martinelli,Angel (individual),Information Technology
Morpho,Hadrien Charlanes,Angel (individual),Information Technology
Morpho,Itamar Lesuisse,Angel (individual),Information Technology
Morpho,Jai Bhavnani,Angel (individual),Information Technology
Morpho,James Simpson,Angel (individual),Information Technology
Morpho,Joey Santoro,Angel (individual),Information Technology
Morpho,Julien Romanetto,Angel (individual),Information Technology
Morpho,Nathan Sexer,Angel (individual),Information Technology
Morpho,Nicholas Tong,Angel (individual),Information Technology
Morpho,Olivier Chevillon,Angel (individual),Information Technology
Morpho,Pablo Veyrat,Angel (individual),Information Technology
Morpho,Pascal Tallarida,Angel (individual),Information Technology
Morpho,Patrick Bucquet,Angel (individual),Information Technology
Morpho,Sebastien Couture,Angel (individual),Information Technology
Morpho,Thomas De Phuoc,Angel (individual),Information Technology
Morpho,Will Price,Angel (individual),Information Technology
Morpho,William Bergamo,Angel (individual),Information Technology
Satisfy,Anthony Fadell,Angel (individual),Consumer Products and Services (B2C)
Satisfy,Olivier Cantet,Angel (individual),Consumer Products and Services (B2C)
SupAirVision,Thibaud Le Séguillon,Venture Capital,Energy
Egle Therapeutics,Jacques Mizrahi,Venture Capital,Healthcare
Egle Therapeutics,Felice Weegen,Venture Capital,Healthcare
Egle Therapeutics,Philippe Monteyne,Venture Capital,Healthcare
